"id","format1","format2","format3","format4","format5","format6","format7","format8","format9","format10","format11","format12","format13","format14"
"RP-T-1909-29","waterverf","krijt","grafiet","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1992-72","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-P-OB-1479","goudverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1982-49","katoen","kant (materiaal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1885-A-550(R)","grafiet","olieverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1943-98","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-385","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-P-1978-163","perkament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1948-388","waterverf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1963-437","kardoespapier","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1989-293","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-105","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1982-77","badstof",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1962-79","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-NM-4777","zijde","zilvergalon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-12788","kant (materiaal)","batist","lint",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1887-A-1096","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1948-398","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-104","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1983-72","batist","kant (materiaal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1988-153","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1906-21","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1880-A-96","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1984-122","inkt","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-14355","batist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1912-32","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1895-A-3057","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3530","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1978-66","potlood","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-106","potlood","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1897-A-3387","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1967-90","waterverf","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1897-A-3380","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1893-A-2789","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16452-B","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1984-61-B","katoen","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1978-72","waterverf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1897-A-3379","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-P-OB-1820","perkament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1958-63","katoen","kant (materiaal)","satijn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-P-OB-11.715","hout","leer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1947-46","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1937-74","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-P-OB-1480","goudverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1989-85(V)","kardoespapier","inkt","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1992-71","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1897-A-3383","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1887-A-795","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1943-99","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-P-OB-1821","perkament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-103(R)","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1894-A-3012","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-14680","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-P-1966-454","verf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1955-25","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1892-A-2562","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10303-3","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1989-2","olieverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-14698","zijde","brokaat","kant (materiaal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1954-85","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1910-72","perkament","grafiet","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1897-A-3388","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1890-A-2266","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1897-A-3385","grafiet","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-386","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1889-A-2030","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1960-165","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1902-A-4585","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3728","krijt","geprepareerd papier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1989-84","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-94","katoen","linnen","sits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1942-62","potlood","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-NM-4779","zijde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1992-70","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1989-87","verf","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1915-2","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10547","linnen","kant (materiaal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1992-89","waterverf","inkt","grafiet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1963-24","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1966-33","pijpaarde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1958-9-B","marmer","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-12260-A","rips","zijde","zilverdraad","zilver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16988-B","zandsteen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11944","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11295","git",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-8674","zandsteen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-1659","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18824","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-13037","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18799","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18805","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-3528","ijzer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1975-71","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1994","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9279","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-B-115","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1971","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1966-1-A","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-12996","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1953-16-A","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1968-63","glas","hout","was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-13151","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-2939","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16539","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16952-D","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-2011","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-3211","palmhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1974-4","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9159","ijzer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-13162-C","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-15524","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-VG-1-76","lood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1965","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1960-3-A","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7356","ivoor","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7342","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-13043","staal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18810","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18823","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7538","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-8924","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-12676","lood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9150","ijzer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9147","ijzer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1968-239-4","porselein","glazuur","email","goud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-8516","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11912-1","albast (mineraal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11283","pijpaarde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-816-1","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-2646","palmhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-13048","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-17229","stucwerk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-13215-C","zandsteen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-12369","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1955-17-A","brons","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1272-C","pijpaarde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-175","terracotta","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1972-66","eikenhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16447-D","lood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-17241-B","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7541","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1966-22","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1959-50-A","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16980-B","majolica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1966-49","kersenhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1985-85-A","metaal","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16984-B","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7207-A","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1968-239-12","porselein","glazuur","email","goud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1967-126-C","goudbrokaat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-3205","palmhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1968-242-9","porselein","glazuur","email","goud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11957-A","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11390","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1976-159","zijde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1965-28","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-260","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18754","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16930-E","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-13152-1","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18753","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-15401","stucwerk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-14390","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1974","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-8922","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18789-A","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1988","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1979-228-A-1","goudbrokaat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1985-83-C","metaal","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1966-36","pijpaarde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-1165","eikenhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1968-19","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-12711","zilver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9178","ijzer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AK-RBK-16259-B","glazuur","kobalt","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18794-B","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1965-29","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1982","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-B-53","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-5350","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11961-A","lindehout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18821","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7357","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-B-62","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9382","lindehout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1968","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7346","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-15248","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-3204","palmhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1976-46-A","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1991","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-B-92-B-1","zandsteen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9323","steen (materiaal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16982","stucwerk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16952-A","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9392","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-12403","zandsteen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-2014","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9353","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1966-30","pijpaarde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-14577","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16942-1","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1272-H","pijpaarde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-2512","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18780","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-12026","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1974-109","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9165","ijzer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1997","ijzer","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18802","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11941","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7241","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-4451","ijzer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1964-7-A","eikenhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18818-B","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-12288","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16991","ivoor","zilver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7352","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-13040","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1968-242-11","porselein","glazuur","email","goud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1953-22","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1961-47","kalksteen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1015","ijzer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9156","ijzer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18816","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18812","klei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16979","keramiek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-13051","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-8975","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1957-3","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1272-M","pijpaarde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11290","pijpaarde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-B-68-C","lood","zandsteen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-676","fluweel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1971-25","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7535","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-2008","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-5666","terracotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-12273","stucwerk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16015","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9282","lindehout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7231","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1957-20","ivoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1968-239-10","porselein","glazuur","email","goud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-8832","zandsteen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16446-A","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16934-1","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-1272-A-2","pijpaarde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1974-1","notenhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-17225","naaldhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16983","marmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-7205-1","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11666","notenhout","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-KOG-2652","palmhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1954-38","lindehout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1979-228-D","zilverbrokaat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-680-D","zijde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-18771-A","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
