"id","century"
"RP-P-OB-22.351",16
"RP-P-1988-584",16
"RP-T-1981-47(R)",16
"RP-P-OB-22.087(V)",16
"RP-P-OB-22.291",16
"RP-P-1988-491",16
"RP-P-1909-2832",16
"RP-P-OB-22.319",16
"RP-P-OB-22.169",16
"RP-P-1988-562",16
"BK-NM-3743-D",18
"RP-P-OB-22.094(V)",16
"RP-P-1988-511",16
"RP-P-1909-2833",16
"RP-T-1956-130",16
"RP-P-OB-22.047(V)",16
"RP-P-OB-30.921",16
"RP-P-1988-497",16
"RP-P-OB-30.923",16
"AK-RAK-1992-6",15
"RP-T-1955-119",16
"RP-T-1955-107",16
"RP-P-OB-22.066(R)",16
"RP-P-OB-22.069(R)",16
"RP-P-1988-549",16
"RP-P-1988-542",16
"RP-P-1959-326",16
"RP-P-OB-22.328",16
"RP-T-1955-104",16
"RP-P-OB-22.116(R)",16
"RP-P-OB-22.119(R)",16
"RP-P-OB-22.155",16
"RP-P-OB-22.339",16
"RP-P-OB-22.378",16
"RP-P-1988-578",16
"RP-P-OB-17.750",18
"RP-P-1988-503",16
"RP-T-1954-158",16
"RP-T-1884-A-328",17
"RP-P-OB-30.943",16
"RP-T-1955-106(V)",16
"RP-T-1889-A-2164(V)",16
"RP-P-OB-22.115(R)",16
"RP-P-OB-22.278",15
"RP-T-1959-144",16
"RP-P-OB-22.103(V)",16
"RP-P-OB-22.256",16
"RP-T-1890-A-2402",16
"RP-P-OB-22.150",16
"RP-P-OB-22.310",16
"RP-T-1954-138(V)",16
"RP-P-OB-22.127",16
"RP-P-OB-22.295",16
"RP-T-1953-448",16
"RP-P-OB-22.246",16
"RP-P-OB-22.251",16
"RP-T-1954-43",16
"RP-T-1981-49",16
"RP-T-1889-A-2162(V)",16
"RP-P-OB-22.173",16
"RP-P-OB-17.746",18
"RP-T-1956-29(R)",17
"BK-NM-3734-C",18
"RP-T-1889-A-2165(R)",16
"RP-T-1956-113",16
"RP-T-00-222(R)",17
"BK-NM-3723-F",19
"RP-P-1916-215",16
"RP-P-1988-556",16
"RP-P-OB-22.076(V)",16
"RP-P-OB-22.181",16
"RP-T-1974-31",16
"RP-P-OB-22.106(V)",16
"BK-NM-3722-B",19
"RP-P-OB-22.262",16
"RP-P-1988-486",16
"RP-P-1916-231",16
"RP-T-1887-A-1411",16
"RP-P-OB-22.053(V)",16
"RP-P-OB-22.225",16
"RP-T-1954-34(R)",15
"RP-P-OB-22.083(V)",16
"RP-P-OB-17.763",17
"RP-P-OB-30.941(V)",17
"RP-P-1988-532",16
"RP-P-1959-335G",16
"RP-T-1953-352(R)",16
"RP-P-OB-30.917",16
"RP-P-1988-458",16
"RP-P-1988-538",16
"RP-P-OB-30.931",16
"RP-P-OB-22.357",16
"RP-P-OB-22.363",16
"RP-P-OB-22.056(V)",16
"RP-P-OB-22.228",16
"RP-P-OB-22.305",16
"RP-T-1960-37(R)",15
"RP-T-1955-112(V)",16
"RP-P-OB-22.080(V)",16
"RP-P-OB-22.133",16
"RP-P-OB-30.935",16
"RP-P-1988-526",16
"RP-P-1959-335L",16
"RP-T-1955-102(R)",15
"RP-P-OB-22.073(V)",16
"RP-P-OB-22.187",16
"RP-P-1988-471",16
"RP-P-OB-22.387",16
"RP-P-OB-22.085(R)",16
"BK-NM-3716",17
"RP-P-1988-492",16
"RP-P-1988-571",16
"RP-P-OB-22.231",16
"RP-T-1903-A-4809",18
"RP-P-1988-518",16
"RP-T-1955-110",16
"RP-P-OB-22.164",16
"RP-P-OB-22.211",16
"RP-T-1948-323",16
"RP-T-1946-95(R)",16
"RP-T-1958-57(R)",16
"RP-P-OB-22.346",16
"RP-P-OB-17.764-A",18
"RP-P-OB-22.060(V)",16
"RP-P-OB-22.063(V)",16
"RP-P-OB-22.321",16
"RP-P-OB-22.098(R)",16
"RP-P-1988-512",16
"RP-T-1968-364(V)",15
"RP-P-OB-22.123(V)",16
"RP-P-1959-335A",16
"RP-P-OB-22.399",16
"RP-T-1981-75",15
"RP-P-OB-22.070(V)",16
"RP-P-OB-22.243",16
"RP-P-OB-22.284",15
"RP-P-1878-A-2436",16
"RP-T-1960-76",16
"RP-P-OB-22.088(R)",16
"RP-P-1988-498",16
"RP-P-OB-22.095(R)",16
"RP-T-1929-35",17
"RP-P-OB-22.372",16
"RP-T-1958-48",16
"RP-T-1958-82(R)",16
"RP-P-OB-22.242",16
"RP-P-1916-228",17
"RP-P-OB-22.116(V)",16
"RP-T-00-117",17
"RP-T-1930-56(R)",17
"RP-P-1964-513",16
"RP-P-OB-22.340",16
"BK-NM-3752",18
"RP-P-OB-22.066(V)",16
"RP-P-1988-553",16
"RP-P-1959-327",16
"RP-P-OB-22.329",16
"RP-P-OB-22.092(R)",16
"RP-P-OB-17.754",18
"RP-P-1988-573",16
"RP-T-1989-292",16
"RP-P-OB-22.205",16
"RP-P-1988-550",16
"RP-T-1953-170",16
"RP-P-OB-22.249",16
"RP-P-1880-A-4144",16
"RP-T-1955-103",16
"RP-P-OB-22.239",16
"RP-P-1988-529",16
"RP-T-1961-5",15
"RP-P-OB-22.153",16
"RP-P-OB-22.222",16
"RP-P-OB-22.313",16
"RP-P-1988-506",16
"RP-T-1959-136",15
"RP-T-1976-38(V)",16
"RP-P-OB-22.102(R)",16
"RP-P-OB-22.254",16
"RP-P-OB-22.332",16
"BK-NM-3739",18
"RP-P-OB-22.113(V)",16
"RP-T-1930-62",17
"RP-P-OB-22.281",15
"RP-T-1981-29(V)",16
"RP-P-OB-22.125(R)",16
"RP-P-1904-1272",18
"RP-P-OB-22.296(V)",16
"RP-T-1953-445",16
"RP-P-OB-22.147",16
"RP-P-1910-1223",17
"BK-NM-3724-B",19
"RP-T-1975-12",16
"RP-P-OB-22.170",16
"RP-P-OB-22.259",16
"BK-NM-3733-C",18
"RP-T-1902-A-4600",16
"RP-P-OB-22.193(R)",16
"RP-P-OB-30.915",16
"RP-P-1988-461",16
"RP-P-OB-22.082(R)",16
"RP-T-1898-A-3582(R)",17
"RP-P-1988-535",16
"RP-T-1959-10",16
"RP-T-1948-489",16
"RP-P-OB-22.052(R)",16
"RP-T-1951-4(R)",16
"RP-P-OB-30.919",17
"RP-P-OB-22.354",16
"RP-P-1880-A-4148",17
"RP-T-1948-333",15
"RP-P-OB-22.184",16
"RP-P-OB-22.275",15
"RP-T-1887-A-1401",16
"RP-T-1953-323(R)",16
"RP-P-OB-22.130",16
"AK-MAK-1459",14
"RP-P-1959-335I",16
"RP-P-OB-22.055(R)",16
"RP-P-1950-312B",16
"RP-P-OB-22.307",16
"RP-T-1960-36(V)",15
"RP-P-OB-22.105(R)",16
"BK-NM-3720",17
"RP-P-OB-22.360",16
"RP-T-1889-A-2146",16
"RP-T-1899-A-4251",17
"BK-NM-3755",17
"RP-P-OB-22.208",16
"RP-P-OB-22.398",16
"RP-T-1955-64",16
"RP-T-1889-A-2152(R)",16
"RP-T-1949-533",16
"RP-P-OB-22.096(V)",16
"RP-P-OB-22.141",16
"RP-P-1950-407",16
"RP-T-1955-156",15
"RP-T-1957-247(R)",16
"RP-P-OB-22.108(R)",16
"RP-P-1903-A-23314",18
"RP-P-OB-22.324",16
"RP-P-1988-495",16
"RP-P-OB-22.072(R)",16
"RP-P-OB-22.075(R)",16
"RP-P-1955-545",15
"RP-P-1988-468",16
"RP-P-OB-22.384",16
"RP-P-OB-22.389(V)",16
"RP-P-OB-22.122(R)",16
"RP-P-OB-22.167",16
"RP-P-1959-335D",16
"RP-T-1946-94(V)",16
"RP-P-OB-22.050(V)",16
"RP-P-1988-515",16
"RP-P-OB-22.369",16
"RP-T-1948-526(R)",16
"RP-T-1956-30",15
"RP-P-OB-22.062(R)",16
"RP-P-OB-22.086(V)",16
"RP-P-1988-489",16
"RP-P-1988-464",16
"RP-P-OB-22.112(R)",16
"RP-P-OB-22.118(R)",16
"AK-MAK-1461",11
"RP-P-OB-22.343",16
"RP-P-OB-17.764",18
"RP-P-OB-22.202(R)",16
"RP-P-OB-22.214",16
"RP-P-1988-547",16
"RP-P-1916-221",16
"RP-T-1981-15",16
"RP-T-1899-A-4292",17
"RP-P-1988-509",16
"RP-P-OB-22.376",16
"RP-P-OB-22.065(R)",16
"RP-T-1961-11(V)",16
"RP-P-1885-A-9900",16
"RP-T-1952-2",16
"RP-P-OB-22.161",16
"RP-T-1960-132",16
"RP-P-OB-22.093(V)",16
"BK-NM-3732",18
"RP-P-1988-576",16
"RP-T-00-3764",16
"RP-P-OB-22.298",16
"RP-P-1988-567",16
"RP-P-OB-19.805",19
"RP-P-1900-A-22033",16
"RP-P-1907-4485",19
"RP-P-1883-A-6815",17
"RP-P-BI-740",19
"RP-P-1909-510",19
"RP-P-1910-1849",19
"RP-P-OB-26.514",17
"RP-P-1908-860",18
"RP-P-BI-819",19
"RP-P-1908-3740",18
"RP-P-1933-433",19
"RP-P-1890-A-15266",17
"RP-P-BI-783",17
"RP-P-BI-805",19
"BK-NM-3698",16
"RP-P-BI-608",17
"RP-P-H-O-48",17
"RP-P-BI-844",19
"RP-P-1904-4078",19
"RP-P-1884-A-7943",17
"RP-P-1885-A-8756",17
"RP-P-1935-419",19
"RP-P-1904-4077",19
"RP-P-1884-A-7944",17
"RP-P-BI-703",17
"RP-P-1910-2907",19
"RP-P-1937-1388",19
"RP-P-OB-26.520",17
"RP-P-BI-722",17
"RP-P-OB-35.136",17
"RP-P-1908-4419",19
"RP-P-1908-2276",18
"RP-P-BI-647",17
"RP-P-OB-34.270",16
"RP-P-1904-3914",18
"RP-P-OB-26.587",19
"RP-T-1986-51",18
"RP-P-1880-A-4531",19
"RP-P-1889-A-14143",17
"RP-P-1908-1927",16
"RP-P-1909-2250",18
"RP-P-OB-26.579",19
"RP-T-1898-A-3547",17
"RP-P-BI-715",17
"RP-P-1898-A-19773",19
"RP-P-1898-A-19759",19
"RP-P-1903-A-23406",19
"RP-P-1905-1700",19
"RP-P-1885-A-9325",17
"RP-P-1907-303",19
"RP-P-BI-812",19
"RP-T-1986-52",18
"RP-P-1884-A-7942",17
"RP-P-1898-A-19763",18
"RP-T-1987-27(V)",17
"RP-P-OB-26.512",17
"RP-P-1935-405",18
"RP-P-1908-3744",19
"RP-T-1887-A-1389",16
"RP-P-1908-2451",18
"RP-T-1993-63",17
"RP-T-1889-A-1933",17
"RP-P-1911-711",19
"RP-P-BI-649",17
"RP-P-1910-2116",16
"RP-P-1921-1757",19
"RP-P-1898-A-19738",19
"RP-P-1898-A-19766",19
"RP-P-BI-626",17
"RP-P-OB-26.554",18
"RP-P-1906-1111",19
"RP-P-BI-617",17
"RP-P-1882-A-6091",18
"RP-P-1935-378A",17
"RP-P-OB-26.559",19
"RP-P-OB-26.565",19
"RP-P-1908-2285",18
"RP-T-1987-34",17
"RP-P-OB-19.792",19
"RP-P-1907-2973",19
"RP-P-BI-824",19
"RP-P-BI-826A",19
"RP-P-1911-243",19
"RP-T-00-449(V)",17
"RP-P-BI-635",17
"RP-P-1936-580",19
"RP-P-BI-866",19
"RP-P-1878-A-516",19
"RP-P-1909-2246",19
"RP-P-BI-854",18
"RP-P-1911-2923",18
"RP-P-OB-26.582",18
"RP-T-1898-A-3559",17
"RP-P-1887-A-12235",19
"RP-P-BI-655",17
"RP-P-OB-26.553",19
"RP-P-1951-650",19
"RP-T-00-453",17
"RP-P-BI-634",17
"RP-P-BI-697",17
"RP-P-BI-847",17
"RP-P-1908-3736",18
"RP-P-1890-A-15472",17
"RP-P-BI-682",17
"RP-P-1887-A-11427",16
"RP-P-OB-19.791",19
"RP-T-1978-90",17
"RP-P-BI-671",17
"RP-P-BI-679",17
"RP-P-1878-A-502",16
"RP-P-1951-644",19
"RP-T-1918-108",17
"RP-P-OB-19.794",19
"RP-P-1905-2907",19
"RP-P-BI-822",19
"RP-P-OB-19.779",19
"RP-P-BI-586",17
"RP-P-1878-A-506",18
"RP-P-1889-A-14274",17
"RP-P-BI-713",17
"RP-P-BI-706",17
"RP-T-1993-58",18
"RP-P-1885-A-9317",17
"RP-P-BI-841",19
"BK-NM-11903-25",13
"RP-P-BI-620",17
"RP-P-1898-A-19746",19
"RP-P-1937-1391",19
"RP-P-1884-A-7947",17
"RP-P-BI-802",19
"RP-P-1907-553",19
"RP-P-1908-2350",17
"RP-P-1935-418",19
"RP-P-1910-2105",16
"RP-P-1900-A-22035",16
"RP-P-1935-404",18
"RP-P-1937-1378",19
"RP-P-1905-5685",17
"RP-P-1887-A-11424",16
"RP-P-1986-327A",17
"RP-P-1885-A-9284",17
"RP-P-1880-A-4136",17
"RP-P-BI-700",17
"RP-P-BI-592",17
"RP-P-1879-A-3029",17
"RP-T-1913-58(R)",17
"RP-P-BI-605",17
"RP-P-1978-160",17
"RP-P-BI-814",19
"RP-T-1937-81",17
"RP-P-1911-2917",18
"RP-P-1961-918",18
"RP-P-1890-A-16060",18
"RP-P-1904-2631",19
"RP-P-OB-26.510",17
"RP-P-BI-632",17
"RP-P-1889-A-14140X",17
"RP-P-1909-2237",19
"BI-B-73-2-13",19
"RP-P-1943-323",18
"RP-P-BI-828A",19
"RP-P-1908-4456",18
"RP-P-OB-19.802",19
"RP-P-OB-19.806",19
"RP-P-1889-A-14272",17
"RP-P-1908-2292",18
"RP-P-1920-1634",18
"RP-P-BI-576",17
"RP-P-1885-A-9323",17
"RP-P-1908-3734",19
"RP-P-1905-3133",18
"RP-T-1986-53(R)",18
"RP-P-1894-A-18218",17
"RP-P-1889-A-14144",16
"RP-P-1913-2187",19
"RP-P-1913-3407",19
"RP-P-BI-644",17
"RP-P-1885-A-9326",17
"RP-P-1907-4964",16
"RP-P-OB-26.568",19
"RP-P-1906-976",19
"RP-P-1937-1383",19
"RP-P-BI-672",17
"RP-P-BI-691",17
"RP-P-OB-26.562",19
"RP-P-1905-346",18
"RP-P-BI-614",17
"RP-P-OB-26.526",17
"RP-P-1882-A-6094",18
"RP-T-00-452(R)",17
"RP-P-BI-648",17
"RP-P-1882-A-5560",19
"RP-P-1951-291B",18
"RP-T-1958-14",17
"RP-P-BI-642",17
"RP-P-BI-578X",17
"RP-P-1935-399",18
"RP-P-BI-831A",19
"RP-T-00-2177",19
"RP-T-1902-A-4581",17
"RP-T-1952-130",17
"RP-P-1908-4416",19
"RP-P-BI-604",17
"RP-P-1911-384",18
"RP-P-1904-2766",18
"RP-P-OB-19.811",19
"RP-P-OB-26.509",17
"RP-P-1909-2239",18
"RP-P-1908-3731",18
"RP-T-1946-75",17
"RP-T-1918-66",17
"RP-P-1905-5926",19
"RP-P-1887-A-12083",17
"RP-P-1935-414",19
"RP-P-1878-A-511",19
"RP-P-BI-828B",19
"RP-P-BI-676",17
"RP-P-1906-1455",17
"RP-P-1951-649",19
"RP-P-1905-2794",18
"RP-P-OB-26.519",17
"RP-P-1888-A-12438",17
"RP-P-1907-2710",17
"RP-P-1882-A-6088",18
"RP-P-1878-A-504",18
"RP-P-1935-406",18
"RP-P-1882-A-6082",19
"RP-T-1901-A-4506",17
"RP-T-1957-232",17
"RP-P-1950-62",19
"RP-P-1904-4081",19
"RP-P-OB-13.033",18
"RP-P-1882-A-5561",19
"RP-P-BI-611",17
"RP-P-1907-3972",18
"RP-P-OB-26.583",18
"RP-P-1904-2764",18
"RP-P-1885-A-9283",17
"RP-P-1905-2808",18
"RP-P-BI-588",17
"RP-P-1899-A-21834",19
"RP-T-1940-636",16
"RP-P-1905-898",19
"RP-P-1898-A-19734",19
"RP-P-1904-1934",19
"RP-P-OB-22.435",16
"RP-P-BI-685",17
"RP-P-OB-26.569",19
"BI-B-73-2-20",19
"RP-P-BI-692",17
"RP-P-1951-646",19
"RP-T-1930-82",17
"RP-P-1887-A-11422",17
"RP-P-BI-596",17
"RP-P-1884-A-7948A",17
"RP-P-1898-A-19769",19
"RP-P-BI-803",19
"BK-NM-11903-26-A",16
"RP-P-BI-661",17
"RP-P-BI-622",17
"RP-P-1878-A-509",18
"RP-P-1878-A-518",18
"RP-P-1937-1376",19
"RP-P-1884-A-7939",17
"RP-P-BI-785",19
"RP-P-1905-2807",18
"RP-P-1937-1389",19
"RP-P-BI-582",17
"RP-P-1978-27",17
"RP-P-BI-798",19
"RP-P-1885-A-9319",17
"RP-P-1909-6503",16
"RP-P-1906-2408",19
"RP-P-BI-606",17
"RP-P-BI-701",17
"RP-P-1911-2921",18
"RP-T-1993-65",17
"RP-P-1905-4529",19
"RP-P-1935-380",17
"RP-P-1900-A-22036",16
"RP-P-1935-420",19
"RP-P-BI-823B",19
"BI-B-73-2-15",19
"RP-T-1913-58(V)",17
"RP-P-1878-A-497",17
"RP-P-OB-22.496",19
"RP-P-1904-2769",18
"RP-P-1878-A-499",16
"RP-P-1909-2248",19
"RP-T-1987-32",18
"RP-P-1889-A-14140",17
"RP-P-1893-A-17923",17
"RP-P-1907-4965",16
"RP-P-1895-A-18851",18
"RP-P-OB-19.803",19
"RP-P-1884-A-7940",17
"RP-P-OB-26.545",19
"RP-P-OB-19.786",19
"RP-P-1885-A-9331",17
"RP-P-1935-401",19
"RP-P-1908-3738",19
"RP-P-1894-A-18219",17
"RP-P-1898-A-19758",19
"RP-P-1908-2300",18
"RP-P-BI-615",17
"RP-P-OB-26.586",18
"RP-P-BI-636",17
"RP-P-BI-625",17
"RP-P-BI-829",18
"RP-P-1907-2976",19
"RP-P-1900-A-22124",19
"RP-P-BI-640",17
"RP-P-OB-26.516",17
"RP-P-1889-A-14270",17
"RP-P-1935-400",18
"RP-P-1885-A-9858",19
"RP-P-1937-1380",19
"RP-T-00-452(V)",17
"RP-P-1911-2913",18
"RP-T-1949-559",17
"RP-P-1906-1108",19
"RP-P-1904-2900",19
"RP-P-1898-A-19739",19
"RP-T-1948-419",16
"RP-P-1908-4411",19
"RP-P-1879-A-2906",19
"RP-P-1884-A-7941",17
"RP-P-1905-1562",17
"RP-P-1935-415",19
"RP-P-1907-4482",18
"RP-P-1904-2770",18
"RP-T-1900-A-4421",17
"RP-P-1879-A-2907",19
"RP-P-1881-A-4650",17
"RP-P-1878-A-513",19
"RP-P-BI-852",18
"RP-P-OB-19.790",19
"RP-T-00-450(V)",17
"RP-T-1888-A-1512",17
"RP-T-1952-129",17
"RP-T-1953-466",17
"RP-P-BI-612",17
"RP-P-1878-A-496",17
"RP-P-OB-26.544",19
"RP-P-1904-2771",18
"RP-P-1935-379",17
"RP-P-BI-677",17
"RP-P-1909-2243",19
"RP-P-1951-640",19
"RP-P-1908-3733",18
"RP-T-00-448",17
"RP-P-1904-4076",19
"RP-P-1882-A-6089",18
"RP-P-BI-695",17
"RP-P-1937-1359",17
"RP-P-1884-A-8019",18
"RP-P-1898-A-19762",19
"RP-P-BI-804A",19
"RP-P-1911-3915",18
"RP-P-BI-585",17
"RP-P-BI-849",17
"RP-P-BI-846",17
"RP-P-1907-4483",19
"RP-T-1889-A-1926",17
"RP-P-1892-A-17165",17
"RP-P-1910-1765",19
"RP-P-1908-3743",18
"RP-P-1905-1227",19
"RP-T-1993-56",19
"RP-P-1887-A-11433",16
"RP-P-1903-A-22935",18
"RP-P-1937-1379",19
"RP-P-BI-575",17
"RP-P-1893-A-17753",17
"RP-P-1905-2795",18
"RP-P-BI-667",17
"RP-P-1935-403",18
"RP-P-1905-2823",18
"RP-P-1907-3449",19
"RP-P-BI-594",17
"RP-P-1898-A-19768",19
"RP-P-1937-1375",19
"RP-P-1890-A-15265",17
"RP-P-OB-26.546",19
"RP-P-BI-684",17
"RP-P-BI-681",17
"RP-P-BI-609",17
"RP-P-BI-698",17
"RP-P-BI-704",17
"RP-P-BI-721",17
"RP-P-1905-4422",18
"RP-P-BI-688",17
"RP-P-BI-739",19
"RP-P-1940-450",18
"RP-P-BI-663",17
"RP-P-1896-A-19031",17
"RP-P-1926-325",16
"RP-P-1907-2972",19
"RP-P-1898-A-19760",19
"RP-P-1910-4237",19
"BK-NM-11903-54",16
"RP-P-BI-623",17
"RP-P-1908-2275",18
"RP-P-BI-638",17
"RP-P-1984-176",16
"RP-P-1905-4070",18
"RP-P-BI-817",18
"RP-P-1908-3728",19
"RP-T-1954-159",17
"RP-P-OB-19.800",19
"RP-P-BI-711",17
"RP-P-1951-291C",18
"RP-T-1993-64",18
"RP-P-1910-2117",16
"RP-P-1909-6473",19
"RP-P-BI-813",19
"RP-T-1986-50",18
"RP-T-00-460",17
"RP-P-OB-26.549",19
"RP-P-BI-839",19
"RP-P-1910-4480",19
"RP-P-BI-643",17
"RP-P-1890-A-15474",16
"RP-P-1976-262",19
"BI-B-73-2-18",19
"RP-P-BI-718",17
"RP-P-1907-305",19
"BK-NM-11765",13
"RP-P-1887-A-12237",19
"RP-P-1910-2119",16
"RP-P-1898-A-19737",19
"RP-T-00-451(R)",17
"RP-P-1907-551",19
"RP-P-1877-A-235",17
"RP-P-1898-A-19767",19
"RP-P-1882-A-6092",18
"RP-P-BI-656",17
"RP-P-BI-600",17
"RP-P-BI-624",17
"RP-P-1935-416",19
"RP-P-1909-2235",19
"RP-P-AO-4-98C",18
"RP-P-BI-618",17
"RP-P-1882-A-5559",19
"RP-P-BI-862B",19
"RP-P-1907-2257",19
"RP-P-1937-109",19
"RP-T-1964-93",17
"RP-P-1933-431",19
"RP-P-BI-650",17
"RP-P-1961-917",19
"RP-P-1909-2252",19
"RP-P-1908-4414",19
"RP-P-1886-A-10301",17
"RP-P-BI-581",17
"RP-P-BI-818",18
"RP-P-OB-26.560",19
"RP-P-1903-A-23142G",18
"RP-P-1908-3729",19
"RP-P-1937-1382",19
"RP-T-1993-61",17
"RP-P-1937-1384",19
"RP-P-BI-717",17
"RP-P-1909-6304",19
"RP-P-1884-A-8020",18
"RP-P-1907-2968",19
"RP-P-1905-344A",18
"RP-P-1904-4080",19
"RP-P-1926-240",17
"RP-P-1891-A-16663",17
"RP-P-1951-639",19
"RP-P-BI-827B",19
"RP-P-BI-848",17
"RP-P-1907-4486",18
"RP-T-1936-4",17
"RP-T-00-455",17
"RP-P-1907-2965",17
"RP-P-BI-781",17
"RP-P-1906-744",19
"RP-P-1912-782",19
"RP-P-1906-1564",19
"BK-NM-3659",17
"RP-P-BI-709",17
"RP-P-1887-A-11430",16
"RP-P-OB-9302X",16
"RP-P-OB-19.793",19
"RP-P-1889-A-14269",17
"RP-P-1898-A-19735",19
"RP-P-1882-A-6084",18
"RP-P-BI-628X",17
"RP-P-BI-673",17
"RP-P-1951-645",19
"RP-P-1888-A-12820",17
"RP-P-1884-A-7722",17
"RP-P-BI-801",19
"RP-P-BI-806",19
"RP-P-1937-1377",19
"RP-T-1954-91",17
"RP-P-1906-1453",17
"RP-P-BI-652",18
"RP-P-BI-784",17
"RP-P-BI-830",19
"RP-P-1905-2816",18
"RP-P-1904-4075",19
"RP-T-1949-558",17
"RP-P-1885-A-9318",17
"RP-P-BI-842",19
"RP-P-BI-699",17
"RP-P-OB-56.369",19
"RP-P-BI-741",19
"RP-P-1897-A-19536",17
"RP-P-1883-A-7595",17
"RP-P-BI-689",17
"RP-P-OB-26.543",18
"RP-P-BI-686",17
"RP-P-1905-4421",18
"RP-T-00-450(R)",17
"RP-P-1884-A-7945",17
"RP-P-1940-301",19
"RP-P-BI-664",17
"RP-P-BI-633",17
"RP-P-1898-A-19774",18
"BI-B-73-2-14",19
"RP-T-1952-1",17
"RP-P-BI-712",17
"RP-P-1911-2918",18
"RP-P-1905-3134",18
"RP-P-1890-A-15270",18
"RP-P-1879-A-2913",19
"RP-P-1898-A-19703",17
"RP-P-BI-631",17
"RP-P-1888-A-12933",17
"RP-P-1903-A-22934",18
"RP-P-OB-26.566",19
"RP-P-1898-A-19743",19
"RP-T-1986-49",18
"RP-P-1885-A-9324",17
"RP-P-1909-511",18
"RP-P-OB-19.807",19
"RP-P-1897-A-19537",17
"RP-P-1910-2118",16
"RP-P-1908-3732",19
"BI-B-73-2-19",19
"RP-P-1907-2964",17
"RP-P-1935-417",19
"RP-P-1908-2298",18
"RP-P-1933-430",19
"RP-P-1887-A-11423",17
"RP-P-1968-158",16
"RP-P-1907-4963",16
"RP-P-1911-613",19
"RP-T-1918-67",17
"RP-P-1886-A-10665",17
"RP-P-1907-302",19
"RP-P-BI-825",19
"RP-P-BI-674",17
"RP-P-1878-A-498",17
"RP-P-OB-26.563",19
"RP-P-1905-808",18
"RP-P-1937-1386",19
"RP-P-1899-A-21831",17
"RP-P-1909-2241",19
"RP-T-1948-587",17
"RP-P-BI-809",19
"RP-P-1898-A-19740",19
"RP-P-1937-133",19
"RP-P-1909-6321",17
"RP-P-1909-2238",18
"RP-P-1951-291D",18
"RP-P-1906-1454",17
"RP-P-1909-2251",19
"RP-P-1909-2253",19
"RP-P-OB-26.584",19
"RP-P-OB-26.588",19
"RP-P-1908-4415",19
"RP-P-1886-A-10935A",17
"RP-P-1898-A-19771",19
"RP-P-1903-A-23142H",18
"BK-NM-3705",17
"RP-P-1904-1117",19
"RP-P-OB-19.810",19
"RP-P-BI-800",19
"RP-P-1878-A-512",19
"RP-P-1914-5003",17
"RP-P-1878-A-505",18
"RP-P-1898-A-19754",19
"RP-P-OB-41.641",18
"RP-P-1882-A-6087",18
"RP-P-1905-2813",18
"RP-P-1937-248",19
"RP-P-1887-A-11425",16
"RP-P-1907-366",16
"RP-P-1951-651",19
"RP-P-1951-638",19
"RP-T-1952-128(R)",17
"RP-P-1904-4083",19
"RP-P-1905-4420",18
"RP-P-1890-A-16094X",19
"RP-P-1907-3448",19
"RP-P-OB-13.025",18
"RP-P-BI-629",17
"RP-P-1899-A-21916",17
"RP-P-BI-710",17
"RP-P-1885-A-8720",17
"RP-P-1885-A-9329",17
"RP-P-1894-A-18220",17
"RP-P-1904-2767",18
"RP-P-1950-63",19
"RP-P-1904-4086",19
"RP-P-BI-675",17
"RP-P-1887-A-11431",16
"RP-P-1951-643",19
"RP-T-1985-118",17
"RP-T-1959-181",17
"RP-P-1907-2066",19
"RP-P-1878-A-514",19
"RP-P-1883-A-7407",17
"RP-P-1944-2857",19
"RP-P-1882-A-6313",17
"RP-P-1921-1759",19
"RP-T-1958-130",17
"RP-P-BI-646",17
"RP-P-1887-A-11568",17
"RP-P-1907-2966",19
"RP-P-BI-811",19
"RP-P-1908-3741",18
"RP-T-1955-174",16
"RP-P-BI-662",17
"RP-P-1889-A-14271",17
"RP-P-1911-2916",18
"RP-P-1951-642",19
"RP-P-1909-1595",18
"RP-T-1899-A-4294",17
"RP-P-OB-26.511",17
"RP-P-1889-A-14401",17
"RP-P-BI-782",17
"RP-P-OB-26.556",18
"RP-P-1905-2796",18
"RP-T-1887-A-1162",17
"RP-P-1884-A-7938",17
"RP-P-BI-621",17
"RP-P-BI-807",19
"RP-T-1993-60",17
"RP-P-BI-593",17
"RP-P-1898-A-19744",19
"RP-P-1879-A-2910",19
"RP-P-OB-26.524",17
"RP-P-1911-2922",18
"RP-P-1898-A-19770",19
"RP-P-OB-19.782",19
"RP-P-BI-651",17
"RP-P-1883-A-7593",17
"RP-P-1904-2763",18
"RP-P-BI-637",17
"RP-P-1965-173",17
"RP-P-BI-683",17
"RP-P-1911-220",18
"RP-P-OB-26.567",19
"RP-P-1908-4417",19
"RP-P-OB-26.580",19
"RP-P-OB-19.808",19
"RP-P-1906-305",16
"RP-P-1893-A-18169",17
"RP-P-1909-2249",19
"BK-NM-11903-17",16
"RP-P-1885-A-9282",17
"RP-P-1894-A-18219X",17
"RP-P-1907-304",19
"RP-P-1898-A-19761",19
"RP-P-OB-19.785",19
"RP-P-1889-A-14142",17
"BI-B-73-2-16",19
"RP-P-BI-598",17
"RP-P-OB-26.530",18
"RP-P-1911-2925",18
"RP-P-OB-4899",19
"RP-P-BI-820",18
"RP-P-1909-4564",19
"RP-P-BI-707",17
"RP-P-OB-26.555",18
"RP-P-1910-4125",18
"RP-T-00-447",17
